index,study,study_type,gb,boot10,jack10,boot100,jack100,boot1000,jack1000,rep,rep100
14,M21894,phylogenetic,6,30,10,22,28,26,36,0.4615384615,46.15384615
14,M21894,phylogenetic,10,100,100,100,100,100,100,0.7692307692,76.92307692
14,M21894,phylogenetic,8,90,80,91,93,91,92,0.6153846154,61.53846154
14,M21894,phylogenetic,5,80,100,89,93,91,93,0.3846153846,38.46153846
14,M21894,phylogenetic,1,20,40,27,30,17,23,0.07692307692,7.692307692
14,M21894,phylogenetic,1,10,10,20,24,14,21,0.07692307692,7.692307692
14,M21894,phylogenetic,3,40,80,51,57,51,62,0.2307692308,23.07692308
14,M21894,phylogenetic,1,100,100,100,100,100,100,0.07692307692,7.692307692
15,M21900,phylogenetic,6,100,100,97,100,94,98,0.1714285714,17.14285714
15,M21900,phylogenetic,17,100,100,100,100,100,100,0.4857142857,48.57142857
15,M21900,phylogenetic,17,100,100,100,100,99,100,0.4857142857,48.57142857
15,M21900,phylogenetic,17,100,100,98,100,94,98,0.4857142857,48.57142857
15,M21900,phylogenetic,1,50,10,25,34,29,38,0.02857142857,2.857142857
15,M21900,phylogenetic,21,100,100,100,100,100,100,0.6,60
15,M21900,phylogenetic,22,100,100,100,100,100,100,0.6285714286,62.85714286
15,M21900,phylogenetic,12,100,100,98,100,99,100,0.3428571429,34.28571429
15,M21900,phylogenetic,3,100,60,68,68,66,78,0.08571428571,8.571428571
15,M21900,phylogenetic,1,20,60,48,63,47,56,0.02857142857,2.857142857
15,M21900,phylogenetic,8,100,100,93,100,93,99,0.2285714286,22.85714286
15,M21900,phylogenetic,11,100,100,94,100,94,99,0.3142857143,31.42857143
15,M21900,phylogenetic,19,100,100,100,100,100,100,0.5428571429,54.28571429
15,M21900,phylogenetic,5,100,100,100,98,98,99,0.1428571429,14.28571429
15,M21900,phylogenetic,35,100,100,100,100,100,100,1,100
15,M21900,phylogenetic,28,100,100,100,100,100,100,0.8,80
15,M21900,phylogenetic,13,80,100,92,100,94,99,0.3714285714,37.14285714
15,M21900,phylogenetic,1,10,50,1,29,11,24,0.02857142857,2.857142857
15,M21900,phylogenetic,10,50,80,63,88,69,87,0.2857142857,28.57142857
15,M21900,phylogenetic,0,100,100,100,100,100,100,0,0
16,M22612,phylogenetic,4,100,100,97,100,97,98,0.2,20
16,M22612,phylogenetic,19,100,100,100,100,98,99,0.95,95
16,M22612,phylogenetic,18,100,100,100,100,98,99,0.9,90
16,M22612,phylogenetic,3,80,80,70,80,72,82,0.15,15
16,M22612,phylogenetic,5,90,100,87,95,85,94,0.25,25
16,M22612,phylogenetic,6,90,90,93,96,93,96,0.3,30
16,M22612,phylogenetic,20,100,100,100,100,100,100,1,100
16,M22612,phylogenetic,4,100,90,95,98,92,97,0.2,20
16,M22612,phylogenetic,2,80,100,76,79,81,79,0.1,10
16,M22612,phylogenetic,1,80,40,67,55,57,58,0.05,5
16,M22612,phylogenetic,2,70,90,59,73,61,71,0.1,10
16,M22612,phylogenetic,2,90,100,88,87,87,87,0.1,10
16,M22612,phylogenetic,2,80,100,88,90,87,90,0.1,10
16,M22612,phylogenetic,1,80,80,80,84,81,82,0.05,5
16,M22612,phylogenetic,1,80,60,73,81,73,76,0.05,5
16,M22612,phylogenetic,1,50,70,54,65,59,60,0.05,5
16,M22612,phylogenetic,1,80,70,61,72,60,64,0.05,5
16,M22612,phylogenetic,2,90,90,93,95,92,94,0.1,10
16,M22612,phylogenetic,9,100,100,92,88,91,91,0.45,45
16,M22612,phylogenetic,5,100,100,100,99,99,99,0.25,25
16,M22612,phylogenetic,1,60,60,59,49,50,51,0.05,5
16,M22612,phylogenetic,1,70,90,71,68,65,70,0.05,5
16,M22612,phylogenetic,1,60,50,55,58,49,58,0.05,5
16,M22612,phylogenetic,1,60,100,67,66,62,65,0.05,5
16,M22612,phylogenetic,4,90,90,95,92,92,95,0.2,20
16,M22612,phylogenetic,1,10,70,40,52,43,46,0.05,5
16,M22612,phylogenetic,1,50,40,50,63,62,61,0.05,5
16,M22612,phylogenetic,10,100,100,100,100,99,100,0.5,50
16,M22612,phylogenetic,2,30,90,59,81,60,75,0.1,10
16,M22612,phylogenetic,0,100,100,100,100,100,100,0,0
17,M23783,phylogenetic,22,100,100,100,100,100,100,0.8148148148,81.48148148
17,M23783,phylogenetic,3,90,80,73,87,80,84,0.1111111111,11.11111111
17,M23783,phylogenetic,1,70,70,49,42,40,46,0.03703703704,3.703703704
17,M23783,phylogenetic,6,100,100,99,100,97,99,0.2222222222,22.22222222
17,M23783,phylogenetic,15,100,100,100,100,100,100,0.5555555556,55.55555556
17,M23783,phylogenetic,1,20,10,11,17,6,14,0.03703703704,3.703703704
17,M23783,phylogenetic,9,100,100,99,100,90,97,0.3333333333,33.33333333
17,M23783,phylogenetic,5,90,60,78,85,79,86,0.1851851852,18.51851852
17,M23783,phylogenetic,3,90,90,91,96,94,94,0.1111111111,11.11111111
17,M23783,phylogenetic,1,80,60,69,58,62,62,0.03703703704,3.703703704
17,M23783,phylogenetic,6,100,100,98,99,99,99,0.2222222222,22.22222222
17,M23783,phylogenetic,4,70,80,72,82,67,82,0.1481481481,14.81481481
17,M23783,phylogenetic,10,100,100,100,100,100,100,0.3703703704,37.03703704
17,M23783,phylogenetic,7,100,100,100,100,100,100,0.2592592593,25.92592593
17,M23783,phylogenetic,2,100,90,72,87,71,79,0.07407407407,7.407407407
17,M23783,phylogenetic,1,10,60,29,57,32,44,0.03703703704,3.703703704
17,M23783,phylogenetic,2,70,80,56,73,57,71,0.07407407407,7.407407407
17,M23783,phylogenetic,2,60,60,47,65,48,60,0.07407407407,7.407407407
17,M23783,phylogenetic,2,80,80,88,84,85,87,0.07407407407,7.407407407
17,M23783,phylogenetic,4,100,100,97,99,97,97,0.1481481481,14.81481481
17,M23783,phylogenetic,9,100,100,100,100,99,100,0.3333333333,33.33333333
17,M23783,phylogenetic,6,70,70,91,92,89,95,0.2222222222,22.22222222
17,M23783,phylogenetic,1,40,40,45,55,43,56,0.03703703704,3.703703704
17,M23783,phylogenetic,1,70,50,61,59,63,66,0.03703703704,3.703703704
17,M23783,phylogenetic,9,100,100,100,100,100,100,0.3333333333,33.33333333
17,M23783,phylogenetic,9,100,100,92,100,94,99,0.3333333333,33.33333333
17,M23783,phylogenetic,27,100,100,100,100,100,100,1,100
17,M23783,phylogenetic,0,100,100,100,100,100,100,0,0
18,M23795,phylogenetic,6,100,100,100,100,99,99,0.1764705882,17.64705882
18,M23795,phylogenetic,7,100,100,100,100,98,99,0.2058823529,20.58823529
18,M23795,phylogenetic,10,100,100,100,100,99,100,0.2941176471,29.41176471
18,M23795,phylogenetic,1,40,20,24,26,34,31,0.02941176471,2.941176471
18,M23795,phylogenetic,3,70,80,85,79,78,83,0.08823529412,8.823529412
18,M23795,phylogenetic,16,100,100,100,100,100,100,0.4705882353,47.05882353
18,M23795,phylogenetic,34,100,100,100,100,100,100,1,100
18,M23795,phylogenetic,3,40,90,49,65,44,58,0.08823529412,8.823529412
18,M23795,phylogenetic,7,100,100,100,100,99,99,0.2058823529,20.58823529
18,M23795,phylogenetic,5,100,100,100,100,99,99,0.1470588235,14.70588235
18,M23795,phylogenetic,4,100,100,98,98,96,98,0.1176470588,11.76470588
18,M23795,phylogenetic,6,100,100,98,99,97,99,0.1764705882,17.64705882
18,M23795,phylogenetic,3,70,80,68,76,56,66,0.08823529412,8.823529412
18,M23795,phylogenetic,1,30,50,22,28,17,27,0.02941176471,2.941176471
18,M23795,phylogenetic,0,100,100,100,100,100,100,0,0
19,M23802,phylogenetic,7,100,100,100,100,100,99,0.1458333333,14.58333333
19,M23802,phylogenetic,2,90,80,86,90,87,90,0.04166666667,4.166666667
19,M23802,phylogenetic,4,80,90,92,91,86,94,0.08333333333,8.333333333
19,M23802,phylogenetic,1,70,20,49,34,30,38,0.02083333333,2.083333333
19,M23802,phylogenetic,3,90,70,85,87,77,81,0.0625,6.25
19,M23802,phylogenetic,2,100,80,92,86,88,89,0.04166666667,4.166666667
19,M23802,phylogenetic,2,100,90,84,89,81,88,0.04166666667,4.166666667
19,M23802,phylogenetic,11,100,100,100,100,99,100,0.2291666667,22.91666667
19,M23802,phylogenetic,14,90,100,97,100,99,100,0.2916666667,29.16666667
19,M23802,phylogenetic,6,50,60,56,79,65,79,0.125,12.5
19,M23802,phylogenetic,5,20,40,31,59,34,56,0.1041666667,10.41666667
19,M23802,phylogenetic,13,100,100,99,100,99,100,0.2708333333,27.08333333
19,M23802,phylogenetic,5,100,70,84,90,86,92,0.1041666667,10.41666667
19,M23802,phylogenetic,9,100,100,97,100,97,99,0.1875,18.75
19,M23802,phylogenetic,2,30,80,42,59,50,59,0.04166666667,4.166666667
19,M23802,phylogenetic,3,40,90,57,65,59,74,0.0625,6.25
19,M23802,phylogenetic,2,40,70,46,54,43,60,0.04166666667,4.166666667
19,M23802,phylogenetic,1,60,50,52,46,55,49,0.02083333333,2.083333333
19,M23802,phylogenetic,14,100,100,100,100,100,100,0.2916666667,29.16666667
19,M23802,phylogenetic,22,100,100,100,100,100,100,0.4583333333,45.83333333
19,M23802,phylogenetic,16,100,100,100,100,99,100,0.3333333333,33.33333333
19,M23802,phylogenetic,3,10,50,35,73,43,65,0.0625,6.25
19,M23802,phylogenetic,2,80,80,74,82,72,78,0.04166666667,4.166666667
19,M23802,phylogenetic,16,100,100,100,100,99,100,0.3333333333,33.33333333
19,M23802,phylogenetic,10,100,100,92,96,94,98,0.2083333333,20.83333333
19,M23802,phylogenetic,22,100,100,100,100,100,100,0.4583333333,45.83333333
19,M23802,phylogenetic,5,100,80,92,94,87,92,0.1041666667,10.41666667
19,M23802,phylogenetic,5,100,60,78,76,64,72,0.1041666667,10.41666667
19,M23802,phylogenetic,4,60,100,70,88,66,84,0.08333333333,8.333333333
19,M23802,phylogenetic,12,80,100,94,100,95,99,0.25,25
19,M23802,phylogenetic,7,80,90,79,92,79,92,0.1458333333,14.58333333
19,M23802,phylogenetic,18,100,100,100,100,100,100,0.375,37.5
19,M23802,phylogenetic,48,100,100,100,100,100,100,1,100
19,M23802,phylogenetic,5,50,80,50,79,51,74,0.1041666667,10.41666667
19,M23802,phylogenetic,0,100,100,100,100,100,100,0,0
20,M23807,phylogenetic,2,60,100,78,77,75,79,0.09523809524,9.523809524
20,M23807,phylogenetic,1,30,70,42,35,27,40,0.04761904762,4.761904762
20,M23807,phylogenetic,6,100,80,100,98,99,99,0.2857142857,28.57142857
20,M23807,phylogenetic,1,60,40,62,64,60,64,0.04761904762,4.761904762
20,M23807,phylogenetic,2,90,90,83,84,81,86,0.09523809524,9.523809524
20,M23807,phylogenetic,1,70,80,61,64,63,65,0.04761904762,4.761904762
20,M23807,phylogenetic,1,80,70,63,58,61,64,0.04761904762,4.761904762
20,M23807,phylogenetic,7,100,100,100,100,99,100,0.3333333333,33.33333333
20,M23807,phylogenetic,7,100,100,96,99,96,98,0.3333333333,33.33333333
20,M23807,phylogenetic,1,20,10,29,13,19,16,0.04761904762,4.761904762
20,M23807,phylogenetic,4,90,100,96,95,96,96,0.1904761905,19.04761905
20,M23807,phylogenetic,1,10,30,5,3,6,15,0.04761904762,4.761904762
20,M23807,phylogenetic,5,100,90,99,99,99,99,0.2380952381,23.80952381
20,M23807,phylogenetic,1,50,40,46,62,43,53,0.04761904762,4.761904762
20,M23807,phylogenetic,2,50,60,60,72,60,69,0.09523809524,9.523809524
20,M23807,phylogenetic,3,100,90,90,84,82,88,0.1428571429,14.28571429
20,M23807,phylogenetic,7,100,100,100,100,99,100,0.3333333333,33.33333333
20,M23807,phylogenetic,5,100,100,85,98,86,96,0.2380952381,23.80952381
20,M23807,phylogenetic,1,50,50,58,49,53,50,0.04761904762,4.761904762
20,M23807,phylogenetic,5,70,50,75,84,74,84,0.2380952381,23.80952381
20,M23807,phylogenetic,4,80,50,81,86,80,87,0.1904761905,19.04761905
20,M23807,phylogenetic,1,40,40,18,26,14,27,0.04761904762,4.761904762
20,M23807,phylogenetic,4,70,50,70,74,68,74,0.1904761905,19.04761905
20,M23807,phylogenetic,21,100,100,100,100,100,100,1,100
20,M23807,phylogenetic,4,30,100,62,76,69,79,0.1904761905,19.04761905
20,M23807,phylogenetic,0,100,100,100,100,100,100,0,0
21,M23928,phylogenetic,15,100,100,100,100,100,100,1,100
21,M23928,phylogenetic,1,80,40,54,62,54,61,0.06666666667,6.666666667
21,M23928,phylogenetic,3,100,90,78,90,82,86,0.2,20
21,M23928,phylogenetic,6,100,80,87,89,89,91,0.4,40
21,M23928,phylogenetic,2,30,80,52,62,51,66,0.1333333333,13.33333333
21,M23928,phylogenetic,2,60,80,79,89,86,86,0.1333333333,13.33333333
21,M23928,phylogenetic,1,10,30,16,24,21,29,0.06666666667,6.666666667
21,M23928,phylogenetic,1,80,90,66,67,62,65,0.06666666667,6.666666667
21,M23928,phylogenetic,12,100,100,100,100,100,100,0.8,80
21,M23928,phylogenetic,1,50,50,50,43,42,37,0.06666666667,6.666666667
21,M23928,phylogenetic,2,40,30,44,57,46,58,0.1333333333,13.33333333
21,M23928,phylogenetic,4,70,100,81,91,83,87,0.2666666667,26.66666667
21,M23928,phylogenetic,5,100,90,87,92,81,90,0.3333333333,33.33333333
21,M23928,phylogenetic,1,100,100,100,100,100,100,0.06666666667,6.666666667
22,M23972,phylogenetic,4,80,100,93,98,96,97,0.16,16
22,M23972,phylogenetic,1,40,20,33,46,33,38,0.04,4
22,M23972,phylogenetic,6,100,80,94,97,95,98,0.24,24
22,M23972,phylogenetic,3,90,70,78,82,80,87,0.12,12
22,M23972,phylogenetic,1,40,50,47,52,45,41,0.04,4
22,M23972,phylogenetic,1,80,90,66,65,54,58,0.04,4
22,M23972,phylogenetic,11,100,100,100,100,100,100,0.44,44
22,M23972,phylogenetic,2,50,40,50,66,57,65,0.08,8
22,M23972,phylogenetic,2,60,80,79,90,83,84,0.08,8
22,M23972,phylogenetic,2,30,80,65,75,68,79,0.08,8
22,M23972,phylogenetic,2,60,60,50,76,59,66,0.08,8
22,M23972,phylogenetic,1,50,60,42,50,41,44,0.04,4
22,M23972,phylogenetic,1,40,60,46,51,43,47,0.04,4
22,M23972,phylogenetic,5,100,100,94,96,91,96,0.2,20
22,M23972,phylogenetic,2,60,90,76,78,75,81,0.08,8
22,M23972,phylogenetic,1,60,60,70,66,68,64,0.04,4
22,M23972,phylogenetic,2,80,100,78,88,82,88,0.08,8
22,M23972,phylogenetic,7,100,100,97,100,98,99,0.28,28
22,M23972,phylogenetic,14,100,100,100,100,100,100,0.56,56
22,M23972,phylogenetic,1,60,10,53,57,53,60,0.04,4
22,M23972,phylogenetic,5,100,100,94,96,92,97,0.2,20
22,M23972,phylogenetic,1,40,40,35,56,35,51,0.04,4
22,M23972,phylogenetic,6,100,100,99,97,99,99,0.24,24
22,M23972,phylogenetic,5,60,70,57,71,65,77,0.2,20
22,M23972,phylogenetic,12,100,100,100,100,100,100,0.48,48
22,M23972,phylogenetic,8,100,100,98,100,98,99,0.32,32
22,M23972,phylogenetic,25,100,100,100,100,100,100,1,100
22,M23972,phylogenetic,0,100,100,100,100,100,100,0,0
23,M24276,phylogenetic,2,90,90,88,85,87,85,0.03278688525,3.278688525
23,M24276,phylogenetic,1,70,60,63,63,65,64,0.01639344262,1.639344262
23,M24276,phylogenetic,3,90,100,96,95,92,93,0.04918032787,4.918032787
23,M24276,phylogenetic,5,100,100,98,100,97,99,0.08196721311,8.196721311
23,M24276,phylogenetic,1,70,40,61,64,64,64,0.01639344262,1.639344262
23,M24276,phylogenetic,5,100,100,100,99,99,99,0.08196721311,8.196721311
23,M24276,phylogenetic,3,100,100,85,92,84,91,0.04918032787,4.918032787
23,M24276,phylogenetic,40,100,100,100,100,100,100,0.6557377049,65.57377049
23,M24276,phylogenetic,4,100,100,100,99,99,99,0.06557377049,6.557377049
23,M24276,phylogenetic,61,100,100,100,100,100,100,1,100
23,M24276,phylogenetic,4,80,100,94,97,89,95,0.06557377049,6.557377049
23,M24276,phylogenetic,2,20,100,51,79,55,67,0.03278688525,3.278688525
23,M24276,phylogenetic,55,100,100,100,100,100,100,0.9016393443,90.16393443
23,M24276,phylogenetic,3,50,100,78,82,72,81,0.04918032787,4.918032787
23,M24276,phylogenetic,3,80,100,85,85,82,89,0.04918032787,4.918032787
23,M24276,phylogenetic,2,80,20,47,59,42,59,0.03278688525,3.278688525
23,M24276,phylogenetic,2,100,50,54,63,52,65,0.03278688525,3.278688525
23,M24276,phylogenetic,1,70,70,70,73,65,71,0.01639344262,1.639344262
23,M24276,phylogenetic,5,70,80,92,96,95,97,0.08196721311,8.196721311
23,M24276,phylogenetic,4,30,80,56,73,62,80,0.06557377049,6.557377049
23,M24276,phylogenetic,4,40,80,63,74,67,83,0.06557377049,6.557377049
23,M24276,phylogenetic,1,70,90,73,83,81,83,0.01639344262,1.639344262
23,M24276,phylogenetic,1,60,60,71,62,64,65,0.01639344262,1.639344262
23,M24276,phylogenetic,5,100,100,97,100,99,100,0.08196721311,8.196721311
23,M24276,phylogenetic,5,100,100,90,95,96,98,0.08196721311,8.196721311
23,M24276,phylogenetic,2,60,90,69,86,79,82,0.03278688525,3.278688525
23,M24276,phylogenetic,0,20,20,18,10,21,17,0,0
23,M24276,phylogenetic,2,60,90,72,80,74,82,0.03278688525,3.278688525
23,M24276,phylogenetic,3,80,100,95,95,94,96,0.04918032787,4.918032787
23,M24276,phylogenetic,1,10,60,37,37,36,43,0.01639344262,1.639344262
23,M24276,phylogenetic,4,80,70,90,90,83,90,0.06557377049,6.557377049
23,M24276,phylogenetic,24,100,100,100,100,100,100,0.393442623,39.3442623
23,M24276,phylogenetic,2,70,30,51,54,40,54,0.03278688525,3.278688525
23,M24276,phylogenetic,0,40,50,37,31,24,32,0,0
23,M24276,phylogenetic,5,100,100,100,99,99,98,0.08196721311,8.196721311
23,M24276,phylogenetic,1,30,80,46,67,46,60,0.01639344262,1.639344262
23,M24276,phylogenetic,11,100,100,98,100,99,100,0.1803278689,18.03278689
23,M24276,phylogenetic,15,100,100,100,100,100,100,0.2459016393,24.59016393
23,M24276,phylogenetic,4,80,80,79,86,75,86,0.06557377049,6.557377049
23,M24276,phylogenetic,29,100,100,100,100,100,100,0.4754098361,47.54098361
23,M24276,phylogenetic,11,100,100,100,100,99,100,0.1803278689,18.03278689
23,M24276,phylogenetic,6,100,100,100,100,99,99,0.09836065574,9.836065574
23,M24276,phylogenetic,7,100,100,85,98,93,98,0.1147540984,11.47540984
23,M24276,phylogenetic,6,100,100,100,100,99,99,0.09836065574,9.836065574
23,M24276,phylogenetic,3,90,70,60,58,56,65,0.04918032787,4.918032787
23,M24276,phylogenetic,9,100,100,99,99,97,99,0.1475409836,14.75409836
23,M24276,phylogenetic,4,90,100,77,89,84,92,0.06557377049,6.557377049
23,M24276,phylogenetic,1,60,60,50,61,51,56,0.01639344262,1.639344262
23,M24276,phylogenetic,3,60,100,75,88,76,85,0.04918032787,4.918032787
23,M24276,phylogenetic,1,40,80,35,60,39,50,0.01639344262,1.639344262
23,M24276,phylogenetic,3,100,100,90,95,91,91,0.04918032787,4.918032787
23,M24276,phylogenetic,2,70,40,39,64,53,60,0.03278688525,3.278688525
23,M24276,phylogenetic,1,50,20,38,43,32,42,0.01639344262,1.639344262
23,M24276,phylogenetic,1,30,50,45,48,36,47,0.01639344262,1.639344262
23,M24276,phylogenetic,1,30,30,41,59,42,52,0.01639344262,1.639344262
23,M24276,phylogenetic,2,70,90,53,66,56,67,0.03278688525,3.278688525
23,M24276,phylogenetic,1,30,30,10,17,10,17,0.01639344262,1.639344262
23,M24276,phylogenetic,7,100,100,98,100,99,99,0.1147540984,11.47540984
23,M24276,phylogenetic,4,100,100,99,99,95,96,0.06557377049,6.557377049
23,M24276,phylogenetic,14,100,100,100,100,100,100,0.2295081967,22.95081967
23,M24276,phylogenetic,6,100,100,97,100,93,97,0.09836065574,9.836065574
23,M24276,phylogenetic,14,100,100,100,100,100,100,0.2295081967,22.95081967
23,M24276,phylogenetic,2,60,80,62,63,56,70,0.03278688525,3.278688525
23,M24276,phylogenetic,7,100,100,96,98,93,98,0.1147540984,11.47540984
23,M24276,phylogenetic,2,100,100,68,80,71,77,0.03278688525,3.278688525
23,M24276,phylogenetic,4,70,100,90,90,90,95,0.06557377049,6.557377049
23,M24276,phylogenetic,4,100,90,77,95,75,91,0.06557377049,6.557377049
23,M24276,phylogenetic,4,100,100,97,99,95,98,0.06557377049,6.557377049
23,M24276,phylogenetic,2,80,100,69,89,64,84,0.03278688525,3.278688525
23,M24276,phylogenetic,3,70,50,62,70,57,65,0.04918032787,4.918032787
23,M24276,phylogenetic,1,40,30,38,47,33,39,0.01639344262,1.639344262
23,M24276,phylogenetic,1,40,20,17,20,11,17,0.01639344262,1.639344262
23,M24276,phylogenetic,1,40,10,22,42,26,32,0.01639344262,1.639344262
23,M24276,phylogenetic,1,10,30,13,5,16,18,0.01639344262,1.639344262
23,M24276,phylogenetic,1,50,40,47,61,50,56,0.01639344262,1.639344262
23,M24276,phylogenetic,5,90,80,94,94,93,97,0.08196721311,8.196721311
23,M24276,phylogenetic,2,60,90,79,84,82,89,0.03278688525,3.278688525
23,M24276,phylogenetic,7,100,100,99,100,99,99,0.1147540984,11.47540984
23,M24276,phylogenetic,6,100,100,100,100,96,98,0.09836065574,9.836065574
23,M24276,phylogenetic,18,100,100,100,100,100,100,0.2950819672,29.50819672
23,M24276,phylogenetic,4,80,80,80,94,86,89,0.06557377049,6.557377049
23,M24276,phylogenetic,0,100,100,100,100,100,100,0,0
24,M24277,phylogenetic,1,80,80,72,68,64,66,0.03571428571,3.571428571
24,M24277,phylogenetic,2,50,50,57,71,63,74,0.07142857143,7.142857143
24,M24277,phylogenetic,1,70,70,69,63,61,61,0.03571428571,3.571428571
24,M24277,phylogenetic,1,70,80,74,66,63,63,0.03571428571,3.571428571
24,M24277,phylogenetic,2,30,40,41,43,37,51,0.07142857143,7.142857143
24,M24277,phylogenetic,1,70,70,63,61,62,63,0.03571428571,3.571428571
24,M24277,phylogenetic,2,50,60,70,70,65,71,0.07142857143,7.142857143
24,M24277,phylogenetic,1,30,30,44,48,48,47,0.03571428571,3.571428571
24,M24277,phylogenetic,1,40,40,29,49,39,51,0.03571428571,3.571428571
24,M24277,phylogenetic,2,100,100,90,88,88,88,0.07142857143,7.142857143
24,M24277,phylogenetic,28,100,100,100,100,100,100,1,100
24,M24277,phylogenetic,0,100,100,100,100,100,100,0,0
25,M24326,phylogenetic,3,60,90,48,69,64,74,0.08108108108,8.108108108
25,M24326,phylogenetic,11,100,100,100,100,99,100,0.2972972973,29.72972973
25,M24326,phylogenetic,1,40,80,54,78,61,69,0.02702702703,2.702702703
25,M24326,phylogenetic,5,100,100,99,96,90,95,0.1351351351,13.51351351
25,M24326,phylogenetic,6,80,90,84,89,88,92,0.1621621622,16.21621622
25,M24326,phylogenetic,8,80,100,89,95,87,96,0.2162162162,21.62162162
25,M24326,phylogenetic,11,100,100,98,95,95,98,0.2972972973,29.72972973
25,M24326,phylogenetic,7,100,100,93,97,95,97,0.1891891892,18.91891892
25,M24326,phylogenetic,1,60,60,60,62,64,68,0.02702702703,2.702702703
25,M24326,phylogenetic,2,70,60,49,59,54,69,0.05405405405,5.405405405
25,M24326,phylogenetic,2,60,60,41,48,33,40,0.05405405405,5.405405405
25,M24326,phylogenetic,3,100,90,72,84,80,86,0.08108108108,8.108108108
25,M24326,phylogenetic,2,40,90,30,50,34,48,0.05405405405,5.405405405
25,M24326,phylogenetic,32,100,100,100,100,100,100,0.8648648649,86.48648649
25,M24326,phylogenetic,5,100,100,67,82,73,78,0.1351351351,13.51351351
25,M24326,phylogenetic,34,100,100,100,100,100,100,0.9189189189,91.89189189
25,M24326,phylogenetic,1,40,70,41,60,48,55,0.02702702703,2.702702703
25,M24326,phylogenetic,2,60,50,42,65,44,63,0.05405405405,5.405405405
25,M24326,phylogenetic,1,50,50,57,58,61,64,0.02702702703,2.702702703
25,M24326,phylogenetic,3,50,100,75,89,80,88,0.08108108108,8.108108108
25,M24326,phylogenetic,4,90,90,80,93,87,91,0.1081081081,10.81081081
25,M24326,phylogenetic,10,100,100,98,100,97,99,0.2702702703,27.02702703
25,M24326,phylogenetic,12,100,100,100,100,99,99,0.3243243243,32.43243243
